Respondent_ID,Age_Group,Education_Degree,Income_Quartile,Political_Views,General_Happiness,Trust_Government,Trust_Press,Trust_Science,High_Institutional_Trust,Survey_Weight
GSS_3088,45-59,Lt High School,Q1 (Low),Extremely Conservative,Not Too Happy,4,-9,3,1,1.4248
GSS_3089,45-59,Bachelor,Q2 (Mid-Low),Moderate,Pretty Happy,-9,3,4,1,0.7701
GSS_3090,18-29,Junior College,Q3 (Mid-High),Extremely Conservative,Pretty Happy,2,3,4,0,1.2181
GSS_3091,45-59,Lt High School,Q4 (High),Liberal,Pretty Happy,1,3,2,0,1.1725
GSS_3092,30-44,High School,Q1 (Low),Moderate,Not Too Happy,4,5,2,0,1.2063
GSS_3093,60+,Lt High School,Q3 (Mid-High),Moderate,Very Happy,5,2,4,1,1.2986
GSS_3094,45-59,Bachelor,Q3 (Mid-High),Liberal,Very Happy,2,4,2,0,0.5457
GSS_3095,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,3,4,4,1,1.181
GSS_3096,45-59,High School,Q1 (Low),Moderate,Pretty Happy,1,5,4,0,0.7809
GSS_3097,45-59,Lt High School,Q1 (Low),Extremely Conservative,Not Too Happy,3,4,2,0,0.8487
GSS_3098,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,3,1,1,0,1.0256
GSS_3099,45-59,High School,Q3 (Mid-High),Liberal,Pretty Happy,2,2,4,0,1.5193
GSS_3100,45-59,Graduate,Q4 (High),Liberal,Pretty Happy,1,5,1,0,1.5367
GSS_3101,45-59,High School,Q3 (Mid-High),Extremely Conservative,Very Happy,3,3,1,0,1.1902
GSS_3102,45-59,Lt High School,Q3 (Mid-High),Liberal,Not Too Happy,3,5,3,0,0.7266
GSS_3103,45-59,High School,Q4 (High),Conservative,Not Too Happy,2,5,1,0,1.4508
GSS_3104,45-59,High School,Q3 (Mid-High),Extremely Conservative,Pretty Happy,-9,4,4,1,0.626
GSS_3105,30-44,Lt High School,Q2 (Mid-Low),Moderate,Very Happy,2,1,5,1,0.7029
GSS_3106,30-44,Junior College,Q4 (High),Conservative,Not Too Happy,4,3,3,1,0.9312
GSS_3107,45-59,Junior College,Q2 (Mid-Low),Liberal,Pretty Happy,4,5,5,1,1.3419
GSS_3108,18-29,High School,Q2 (Mid-Low),Liberal,Pretty Happy,3,2,1,0,0.9773
GSS_3109,45-59,Junior College,Q4 (High),Extremely Liberal,Very Happy,2,2,1,0,0.552
GSS_3110,45-59,High School,Q1 (Low),Conservative,Very Happy,5,3,1,0,0.7365
GSS_3111,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,3,2,1,0,1.3989
GSS_3112,30-44,High School,Q3 (Mid-High),Moderate,Very Happy,5,1,4,1,0.5914
GSS_3113,18-29,High School,Q4 (High),Moderate,Pretty Happy,4,2,3,1,1.0348
GSS_3114,30-44,High School,Q1 (Low),Extremely Conservative,Pretty Happy,5,3,1,0,0.7847
GSS_3115,60+,High School,Q2 (Mid-Low),Liberal,Pretty Happy,3,2,3,0,1.4673
GSS_3116,18-29,High School,Q1 (Low),Conservative,Pretty Happy,2,4,4,0,0.9392
GSS_3117,45-59,High School,Q3 (Mid-High),Conservative,Very Happy,4,5,1,0,1.0119
GSS_3118,30-44,High School,Q1 (Low),Extremely Liberal,Not Too Happy,4,5,5,1,0.7341
GSS_3119,60+,High School,Q4 (High),Moderate,Pretty Happy,2,5,4,0,1.4333
GSS_3120,30-44,High School,Q2 (Mid-Low),Extremely Liberal,Very Happy,4,2,2,0,1.1483
GSS_3121,18-29,High School,Q1 (Low),Extremely Conservative,Pretty Happy,3,1,3,0,1.1576
GSS_3122,30-44,High School,Q2 (Mid-Low),Extremely Liberal,Pretty Happy,1,2,4,0,1.2859
GSS_3123,45-59,High School,Q2 (Mid-Low),Liberal,Not Too Happy,5,3,1,0,1.5829
GSS_3124,30-44,Junior College,Q1 (Low),Liberal,Very Happy,3,2,2,0,0.9695
GSS_3125,60+,Graduate,Q2 (Mid-Low),Moderate,Pretty Happy,5,2,2,1,0.7356
GSS_3126,60+,Junior College,Q4 (High),Moderate,Pretty Happy,2,1,3,0,0.6444
GSS_3127,18-29,High School,Q4 (High),Conservative,Very Happy,5,4,1,0,0.7742
GSS_3128,45-59,Junior College,Q4 (High),Moderate,Very Happy,5,4,5,1,0.9117
GSS_3129,45-59,Graduate,Q3 (Mid-High),Liberal,Very Happy,4,4,2,0,0.5016
GSS_3130,18-29,High School,Q2 (Mid-Low),Moderate,Very Happy,5,4,1,0,0.8863
GSS_3131,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,2,2,4,0,1.0936
GSS_3132,60+,High School,Q1 (Low),Moderate,Pretty Happy,3,3,-9,0,1.2061
GSS_3133,45-59,Lt High School,Q4 (High),Moderate,Very Happy,3,4,3,0,0.8174
GSS_3134,45-59,Graduate,Q1 (Low),Liberal,Not Too Happy,2,4,2,0,1.2387
GSS_3135,18-29,Lt High School,Q2 (Mid-Low),Liberal,Pretty Happy,4,3,2,0,1.4058
GSS_3136,18-29,High School,Q3 (Mid-High),Liberal,Pretty Happy,1,4,5,0,1.2058
GSS_3137,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,4,4,2,0,1.4245
GSS_3138,30-44,Graduate,Q4 (High),Extremely Liberal,Pretty Happy,4,3,1,0,1.4953
GSS_3139,60+,Graduate,Q3 (Mid-High),Conservative,Pretty Happy,1,-9,4,0,1.2373
GSS_3140,45-59,High School,Q1 (Low),Conservative,Pretty Happy,4,3,4,1,1.3941
GSS_3141,45-59,Bachelor,Q3 (Mid-High),Liberal,Pretty Happy,2,1,5,1,1.4912
GSS_3142,30-44,Bachelor,Q4 (High),Moderate,Pretty Happy,3,4,3,0,1.464
GSS_3143,18-29,Lt High School,Q1 (Low),Conservative,Pretty Happy,1,2,4,0,0.6767
GSS_3144,18-29,High School,Q1 (Low),Liberal,Not Too Happy,4,2,3,1,0.7268
GSS_3145,18-29,High School,Q4 (High),Moderate,Very Happy,1,1,3,0,1.298
GSS_3146,60+,High School,Q3 (Mid-High),Moderate,Pretty Happy,4,3,2,0,1.4661
GSS_3147,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,2,4,5,1,0.5698
GSS_3148,30-44,High School,Q3 (Mid-High),Liberal,Very Happy,2,5,3,0,0.855
GSS_3149,60+,High School,Q4 (High),Conservative,Very Happy,3,5,1,0,0.8292
GSS_3150,30-44,High School,Q4 (High),Liberal,Pretty Happy,1,2,2,0,1.4745
GSS_3151,45-59,High School,Q4 (High),Liberal,Pretty Happy,2,-9,3,0,1.1783
GSS_3152,30-44,Bachelor,Q1 (Low),Moderate,Very Happy,1,5,5,0,1.0798
GSS_3153,30-44,Junior College,Q3 (Mid-High),Moderate,Not Too Happy,5,-9,5,1,0.851
GSS_3154,60+,High School,Q2 (Mid-Low),Liberal,Pretty Happy,2,-9,1,0,1.0592
GSS_3155,60+,Bachelor,Q3 (Mid-High),Conservative,Pretty Happy,5,2,4,1,0.5539
GSS_3156,30-44,High School,Q1 (Low),Conservative,Pretty Happy,5,1,1,0,1.0331
GSS_3157,30-44,High School,Q1 (Low),Conservative,Very Happy,1,1,2,0,1.483
GSS_3158,60+,High School,Q1 (Low),Moderate,Pretty Happy,2,2,3,0,1.1263
GSS_3159,45-59,High School,Q2 (Mid-Low),Moderate,Very Happy,1,2,1,0,1.3643
GSS_3160,45-59,High School,Q3 (Mid-High),Liberal,Very Happy,3,1,2,0,0.9531
GSS_3161,18-29,Junior College,Q2 (Mid-Low),Moderate,Pretty Happy,5,3,3,1,1.33
GSS_3162,30-44,High School,Q4 (High),Conservative,Pretty Happy,1,-9,2,0,1.5834
GSS_3163,45-59,High School,Q4 (High),Liberal,Pretty Happy,5,1,5,1,0.6969
GSS_3164,45-59,High School,Q4 (High),Moderate,Pretty Happy,1,1,3,0,0.9828
GSS_3165,45-59,High School,Q2 (Mid-Low),Conservative,Very Happy,1,1,1,0,0.7337
GSS_3166,30-44,Junior College,Q4 (High),Liberal,Pretty Happy,3,4,2,0,0.6917
GSS_3167,45-59,Lt High School,Q2 (Mid-Low),Moderate,Pretty Happy,2,-9,3,0,0.8141
GSS_3168,30-44,Lt High School,Q4 (High),Moderate,Pretty Happy,5,1,1,0,0.9891
GSS_3169,60+,Junior College,Q4 (High),Moderate,Pretty Happy,4,5,1,0,0.5589
GSS_3170,45-59,Bachelor,Q3 (Mid-High),Liberal,Very Happy,3,4,2,0,1.4391
GSS_3171,45-59,High School,Q4 (High),Liberal,Pretty Happy,1,4,3,0,0.7676
GSS_3172,45-59,High School,Q4 (High),Conservative,Very Happy,4,4,4,1,0.877
GSS_3173,30-44,Graduate,Q4 (High),Liberal,Very Happy,4,5,4,1,0.9563
GSS_3174,45-59,High School,Q1 (Low),Conservative,Pretty Happy,4,2,5,1,0.6103
GSS_3175,18-29,Bachelor,Q2 (Mid-Low),Liberal,Very Happy,3,1,2,0,1.4278
GSS_3176,30-44,Bachelor,Q4 (High),Moderate,Pretty Happy,4,5,4,1,0.737
GSS_3177,18-29,High School,Q3 (Mid-High),Moderate,Pretty Happy,5,4,2,1,0.7119
GSS_3178,30-44,High School,Q2 (Mid-Low),Moderate,Pretty Happy,3,4,4,1,0.8457
GSS_3179,45-59,Bachelor,Q3 (Mid-High),Moderate,Not Too Happy,1,5,3,0,0.5415
GSS_3180,60+,Lt High School,Q2 (Mid-Low),Conservative,Pretty Happy,5,4,3,1,1.5485
GSS_3181,45-59,Bachelor,Q3 (Mid-High),Moderate,Pretty Happy,3,2,4,1,1.2666
GSS_3182,60+,High School,Q4 (High),Conservative,Very Happy,3,4,2,0,0.8848
GSS_3183,30-44,High School,Q1 (Low),Liberal,Not Too Happy,4,4,1,0,1.4197
GSS_3184,18-29,Bachelor,Q2 (Mid-Low),Liberal,Pretty Happy,3,3,3,0,1.5553
GSS_3185,45-59,High School,Q4 (High),Moderate,Very Happy,2,1,2,0,0.7714
GSS_3186,45-59,Lt High School,Q1 (Low),Moderate,Pretty Happy,3,1,4,1,0.5182
GSS_3187,18-29,High School,Q1 (Low),Extremely Liberal,Pretty Happy,1,5,1,0,1.5764
GSS_3188,30-44,High School,Q2 (Mid-Low),Moderate,Not Too Happy,3,3,2,0,0.895
GSS_3189,30-44,Junior College,Q3 (Mid-High),Moderate,Pretty Happy,4,2,2,0,1.3296
GSS_3190,18-29,Bachelor,Q4 (High),Conservative,Very Happy,1,4,3,0,1.3708
GSS_3191,45-59,Bachelor,Q2 (Mid-Low),Moderate,Pretty Happy,3,5,5,1,1.5017
GSS_3192,18-29,Bachelor,Q1 (Low),Liberal,Very Happy,5,2,5,1,1.5829
GSS_3193,30-44,High School,Q2 (Mid-Low),Conservative,Very Happy,3,4,3,0,1.5382
GSS_3194,45-59,Bachelor,Q4 (High),Moderate,Pretty Happy,3,5,3,0,1.0494
GSS_3195,45-59,High School,Q3 (Mid-High),Extremely Conservative,Pretty Happy,1,2,3,0,0.6465
GSS_3196,45-59,High School,Q4 (High),Conservative,Not Too Happy,1,3,2,0,0.8328
GSS_3197,60+,Bachelor,Q2 (Mid-Low),Conservative,Pretty Happy,1,2,5,0,1.2664
GSS_3198,18-29,Graduate,Q3 (Mid-High),Moderate,Very Happy,4,2,2,0,0.9772
GSS_3199,30-44,High School,Q4 (High),Moderate,Pretty Happy,3,1,-9,0,1.3558
